case_id,case_length,n_resources,mean_inter_event_minutes,max_inter_event_minutes,n_weekend_events,first_event_hour,last_event_hour,duration_hours
173865,3,1,0.37862500000000004,0.7557333333333334,3,12,12,0.012620833333333335
173868,28,5,1270.4943104938272,11232.687466666666,4,12,8,571.7224397222222
173871,36,6,488.58208952380954,9498.205516666667,4,13,10,285.0062188888889
173874,3,1,0.028025,0.04865,3,13,13,0.0009341666666666667
173877,3,1,0.346475,0.69165,3,13,13,0.011549166666666666
173880,61,14,791.7587724999998,11739.070216666667,3,13,13,791.7587725
173883,3,1,0.018291666666666664,0.033699999999999994,3,13,13,0.0006097222222222222
173886,3,1,0.3237083333333334,0.6458333333333334,3,13,13,0.010790277777777777
173889,6,2,226.87233666666665,1131.3813499999999,3,14,9,18.906028055555556
173892,3,1,0.30509166666666665,0.6037,3,14,14,0.01016972222222222
173895,3,1,0.3358166666666667,0.66905,3,16,16,0.011193888888888889
173898,27,5,618.2750064102564,10190.387966666667,3,16,20,267.91916944444444
173901,6,2,208.327,1037.9225666666666,3,16,9,17.360583333333334
173904,6,2,200.55545333333333,996.7616166666667,3,16,9,16.712954444444446
173907,3,1,0.337275,0.6720166666666666,3,16,16,0.011242499999999999
173910,3,1,0.3553583333333333,0.7074333333333332,3,17,17,0.011845277777777777
173913,28,5,530.4822395061728,5916.1645,4,17,16,238.71700777777778
173916,10,2,117.05837407407405,1034.13575,3,17,11,17.55875611111111
173919,18,6,148.75672647058823,1146.4020166666667,3,17,12,42.14773916666667
173922,3,1,0.342675,0.6814833333333333,3,17,17,0.0114225
173925,12,3,100.32869696969696,924.00085,3,18,12,18.393594444444446
173928,115,20,727.8731470760234,12738.682316666667,14,18,9,1382.9589794444446
173931,3,1,0.3175916666666667,0.63265,3,19,19,0.010586388888888888
173934,6,2,160.81939333333332,798.7937833333333,3,20,9,13.40161611111111
173937,32,7,1417.0185134408603,26397.403016666667,6,21,9,732.1262319444445
173940,48,6,351.541409929078,9775.690633333334,4,21,8,275.3741044444444
173943,46,9,1006.7481507407408,10844.87205,3,22,9,755.0611130555557
173946,21,3,2263.204409166667,32934.60758333334,4,22,9,754.4014697222223
173949,48,9,877.4839858156026,18128.773166666666,3,23,14,687.3624555555555
173952,3,1,0.4232250000000001,0.8438833333333334,3,23,23,0.0141075
173955,89,17,943.5250142045454,10592.628499999999,6,23,15,1383.8366875000002
173958,22,4,2085.5476087301586,14596.164350000001,4,23,9,729.9416630555556
173961,6,2,120.76292333333333,598.8691666666667,3,23,9,10.063576944444444
173964,10,3,78.89665185185184,574.0705999999999,3,23,11,11.834497777777779
173979,24,4,516.171002173913,10025.266,0,8,14,197.86555083333334
173982,18,3,620.9538568627449,10368.699866666666,0,9,17,175.93692611111112
173985,25,4,602.1609583333333,10257.456683333332,0,9,10,240.86438333333334
173988,21,4,523.9816216666667,10434.3628,0,9,16,174.66054055555554
173991,3,1,0.3148666666666667,0.6241,0,10,10,0.010495555555555555
173994,3,1,0.4347583333333333,0.85495,0,10,10,0.014491944444444444
173997,26,7,921.3111653333332,10408.239566666665,0,10,10,383.8796522222222
174000,40,6,1142.468982905983,13789.6185,4,10,9,742.6048388888888
174003,3,1,0.36040833333333333,0.7167,0,10,10,0.012013611111111112
174006,6,2,14.278930000000003,68.43691666666668,0,10,12,1.1899108333333333
174009,32,7,461.7901838709677,5817.861933333334,0,11,9,238.59159499999998
174012,41,7,549.7311070833333,10260.753566666668,2,11,17,366.4874047222222
174015,6,2,10.615686666666667,50.9039,0,11,12,0.8846405555555555
174018,22,4,960.6639349206349,10262.408416666667,0,11,11,336.2323772222222
174021,6,2,8.182466666666667,39.00429999999999,0,11,12,0.6818722222222222
174024,14,4,13.650460256410257,131.18338333333332,0,11,14,2.957599722222222
174027,6,2,5.160616666666666,23.660716666666666,0,11,12,0.4300513888888889
174030,64,13,737.0033481481485,10874.347883333334,2,11,17,773.8535155555555
174033,3,1,0.3743083333333333,0.7426499999999999,0,12,12,0.012476944444444445
174036,60,10,365.1546220338983,10132.7353,0,12,11,359.0687116666667
174039,50,13,702.6965017006802,10454.19765,4,12,10,573.8688097222223
174042,42,6,287.634243495935,5695.522783333334,0,12,16,196.55006638888887
174045,50,9,438.2746380952382,6131.568366666667,2,12,10,357.92428777777775
174048,7,2,0.34921944444444447,1.25815,0,12,12,0.03492194444444444
174051,8,2,8.858411904761905,40.992916666666666,0,12,13,1.033481388888889
174054,3,1,0.3244166666666667,0.6430333333333333,0,12,12,0.010813888888888889
174057,3,1,0.2738666666666667,0.542,0,12,12,0.009128888888888888
174060,127,15,809.9160888888888,17237.77188333333,11,12,9,1700.8237866666668
174063,3,1,0.3649,0.72685,0,12,13,0.012163333333333332
174066,3,1,0.47609999999999997,0.9457166666666666,0,13,13,0.01587
174069,60,8,247.50803050847455,9819.844183333333,0,13,16,243.38289666666665
174072,6,2,3.850626666666667,13.192833333333335,0,13,13,0.3208855555555556
174075,6,2,1.7402299999999997,6.845083333333333,0,13,13,0.14501916666666664
174078,30,5,709.229848275862,10220.553416666666,0,13,20,342.79442666666665
174081,3,1,0.328325,0.6516,0,13,13,0.010944166666666666
174084,41,4,31.27754375,980.7591166666666,0,13,10,20.85169583333333
174087,26,5,456.1025086666666,8221.477233333333,0,13,11,190.04271194444445
174090,26,7,1774.6031953333334,37334.425233333335,2,13,9,739.4179980555556
174093,35,8,1304.7418573529412,11575.522350000001,0,13,9,739.3537191666667
174096,61,10,428.42771083333326,9994.229716666667,0,14,10,428.4277108333334
174099,41,7,825.9546141666666,10879.6631,0,14,12,550.6364094444444
174102,10,2,12.716790740740741,98.7244,0,14,16,1.907518611111111
174105,22,2,1.0711119047619047,10.717916666666667,0,14,14,0.3748891666666667
174108,3,1,0.3438333333333333,0.6792833333333334,0,14,14,0.011461111111111111
174111,12,4,10.049889393939395,62.52708333333333,0,14,16,1.8424797222222222
174114,6,2,1.3268933333333335,4.486933333333334,0,14,15,0.11057444444444443
174117,6,2,0.8282599999999999,2.1469,0,15,15,0.06902166666666668
174120,22,5,4.263385714285714,18.406766666666666,0,15,17,1.492185
174123,6,2,0.9774799999999999,2.352116666666667,0,16,16,0.08145666666666668
174126,6,2,1.2157499999999999,3.7225333333333332,0,16,16,0.1013125
174129,6,2,2.225486666666667,9.4608,0,16,16,0.18545722222222222
174132,118,19,429.6138793447294,10095.102616666667,0,16,14,837.7470647222223
174135,6,2,1.2209833333333333,5.623216666666666,0,16,16,0.10174861111111111
174138,14,4,79.58863205128206,941.9597166666666,0,16,9,17.24420361111111
174141,31,5,528.303168888889,7191.418833333333,0,16,17,264.15158444444444
174144,28,5,590.3651049382715,9842.929516666665,0,17,18,265.6642972222222
174147,37,8,1227.0572134259262,29936.784466666668,9,17,9,736.2343280555555
174150,35,6,1298.4163299019608,41647.85098333333,0,17,9,735.7692536111111
174153,36,6,570.2501190476191,10255.484133333333,0,17,14,332.6459027777778
174156,3,1,0.349275,0.6938166666666666,0,17,17,0.011642499999999998
174159,60,10,772.0044406779662,10105.402433333333,4,17,9,759.1377000000001
174162,6,2,2.2546600000000003,8.677533333333335,0,18,18,0.18788833333333335
174165,3,1,0.3434083333333333,0.6831999999999999,0,18,18,0.011446944444444445
174168,42,5,351.19619268292684,9697.407733333333,0,18,18,239.984065
174171,3,1,0.4010833333333333,0.7950833333333333,0,18,18,0.013369444444444446
174174,3,1,0.31201666666666666,0.6197666666666667,0,18,18,0.010400555555555555
174177,28,6,1632.0323086419753,37343.696983333335,2,18,9,734.4145388888888
174180,29,3,546.8618178571428,9987.083083333333,0,18,10,255.2021816666667
174183,3,1,0.41070833333333334,0.8155,0,19,19,0.013690277777777777
174186,10,3,9.857105555555556,56.65683333333333,0,19,20,1.4785658333333334
174189,3,1,0.27325,0.5430333333333334,0,19,19,0.009108333333333333
174192,3,1,0.432825,0.8580333333333333,0,19,19,0.0144275
174195,10,3,8.916296296296297,67.30451666666667,0,19,20,1.3374444444444444
174198,16,5,77.48182999999999,840.8701833333333,0,19,14,19.3704575
174201,16,4,85.68158777777779,943.0167666666667,0,19,16,21.420396944444445
174204,6,2,3.699186666666667,16.133433333333333,0,19,19,0.30826555555555557
174207,18,4,79.68626764705881,842.70085,0,19,18,22.577775833333334
174210,3,1,0.020875,0.03553333333333333,0,19,19,0.0006958333333333334
174213,20,5,147.6591587719298,964.5517666666667,0,19,18,46.75873361111111
174216,47,8,706.7047086956522,10513.375250000001,0,19,9,541.8069433333334
174219,12,2,1.3733621212121212,11.281616666666668,0,19,20,0.2517830555555555
174222,3,1,0.45114166666666666,0.8983333333333333,0,20,20,0.015038055555555556
174225,3,1,0.472775,0.9365333333333333,0,20,20,0.015759166666666664
174228,6,2,1.0126566666666668,3.88255,0,20,20,0.08438805555555556
174231,18,4,679.6082764705883,10310.667083333334,0,20,20,192.55567833333333
174234,6,2,1.5622466666666668,5.397416666666667,0,20,20,0.1301872222222222
174237,52,10,868.9467584967322,10575.09915,2,20,15,738.6047447222221
174240,10,2,0.9533370370370372,7.012616666666667,0,20,20,0.14300055555555558
174243,10,3,103.83979074074074,910.5204666666667,0,20,12,15.575968611111112
174246,6,2,1.0197333333333334,4.161566666666666,0,20,20,0.08497777777777778
174249,35,6,423.31779901960783,7779.068366666667,4,20,20,239.88008611111113
174252,42,7,519.6766174796747,7562.6376,0,20,16,355.1123552777778
174255,30,6,482.1739609195403,8513.31815,0,20,14,233.0507477777778
174258,10,2,105.83790370370369,719.3439999999999,0,21,12,15.875685555555556
174261,43,10,498.1350523809523,10345.383183333333,0,21,9,348.69453666666664
174264,72,9,762.2662366197183,10359.50555,2,21,11,902.0150466666666
174267,3,1,0.356075,0.7082499999999999,0,21,21,0.011869166666666667
174270,68,12,467.2192592039801,10267.315516666666,0,21,15,521.7281727777778
174273,6,2,141.92041,706.6830833333333,0,21,9,11.826700833333334
174276,3,1,0.047224999999999996,0.08766666666666666,0,21,21,0.0015741666666666666
174279,16,3,752.4455977777778,10515.071516666667,0,22,18,188.11139944444443
174282,6,2,124.12478333333331,618.2602499999999,0,22,9,10.343731944444444
174285,34,5,417.9241136363637,8819.601116666667,0,22,12,229.8582625
174288,8,2,102.98858095238097,710.8568833333334,0,23,11,12.015334444444443
174291,37,9,633.3620680555555,10161.965766666666,2,23,19,380.01724083333335
174294,53,11,869.6461301282052,10461.268966666667,2,23,9,753.6933127777778
174297,12,3,71.6680393939394,556.7016500000001,0,23,12,13.139140555555556
174300,6,2,90.45577,449.5259,0,1,9,7.537980833333333
174303,12,3,65.22879545454546,444.07841666666667,0,1,13,11.9586125
174319,40,9,373.9437320512821,8125.667816666667,0,6,9,243.06342583333333
174322,35,9,1314.245825490196,21987.61276666667,0,8,9,744.7393011111111
174325,46,7,225.8444933333333,5715.8654,0,8,10,169.38336999999999
174328,3,1,0.3403083333333333,0.67125,0,8,8,0.011343611111111112
174331,10,2,1.2282685185185185,7.865033333333333,0,9,9,0.18424027777777777
174334,30,5,309.37760229885066,8717.538166666667,0,9,15,149.5325077777778
174337,70,5,66.37834589371982,1196.7868,0,10,14,76.33509777777778
174340,3,1,0.32110833333333333,0.6260166666666667,0,10,10,0.010703611111111112
174343,50,8,499.98623843537416,8792.35645,0,10,10,408.32209472222223
174346,6,2,1.1774366666666667,3.5086999999999997,0,10,10,0.09811972222222222
174349,35,7,854.5822421568628,10469.278316666667,2,10,14,484.26327055555555
174352,6,2,3.759036666666667,16.6812,0,11,11,0.31325305555555555
174355,6,2,1.485256666666667,4.804633333333333,0,11,11,0.12377138888888889
174358,69,11,719.998274264706,9724.187399999999,2,11,11,815.9980441666667
174361,24,3,23.077815942028984,307.99271666666664,0,11,20,8.846496111111112
174364,6,2,1.9665033333333333,7.86655,0,11,11,0.16387527777777777
174367,27,5,905.0048115384615,10527.099316666667,0,11,20,392.1687516666667
174370,3,1,0.26019166666666665,0.5142833333333333,0,12,12,0.008673055555555555
174373,3,1,0.28614999999999996,0.5683166666666666,0,12,12,0.009538333333333334
174376,20,4,7.84964649122807,49.16813333333334,0,12,15,2.485721388888889
174379,24,7,687.269479710145,10399.670016666667,4,13,12,263.45330055555553
174382,60,6,192.177315819209,8570.67315,0,13,10,188.97436055555553
174385,24,4,489.72938985507244,8422.889766666667,0,13,9,187.72959944444443
174388,26,5,408.9171213333334,5606.1664,0,13,15,170.3821338888889
174391,3,1,0.4628333333333333,0.9154833333333333,0,13,13,0.015427777777777778
174394,20,4,666.3061000000001,8550.557383333335,0,13,8,210.99693166666668
174397,90,15,272.0395078651686,10252.451200000001,0,13,9,403.52527000000003
174400,10,2,3.7656425925925925,17.633516666666665,0,13,14,0.5648463888888888
174403,39,9,835.3616934210527,10398.759450000001,2,13,15,529.0624058333334
174406,45,9,1007.9918375000001,10821.873416666667,4,14,9,739.1940141666666
174409,51,8,282.325624,5345.871766666666,2,14,9,235.27135333333334
174412,3,1,0.40102499999999996,0.7975333333333333,0,14,14,0.0133675
174415,24,5,930.4466644927537,10397.630083333333,0,14,11,356.6712213888889
174418,59,10,567.8152284482759,10342.07035,2,14,11,548.8880541666667
174421,20,4,2.5484324561403504,15.62455,0,14,15,0.8070036111111112
174424,39,6,487.6559271929825,8179.461366666666,2,14,11,308.8487538888889
174427,3,1,0.2792333333333333,0.5541833333333333,0,14,14,0.009307777777777778
174430,24,4,628.5693188405797,9720.3605,0,14,15,240.95157222222224
174433,13,4,6.952790277777777,43.24381666666667,0,15,16,1.3905580555555555
174436,60,11,590.7417014124294,11120.325583333333,0,15,20,580.8960063888888
174439,3,1,0.3918333333333333,0.7768999999999999,0,15,15,0.013061111111111112
174442,8,2,2.5264238095238096,11.310933333333333,0,15,16,0.29474944444444445
174445,13,4,225.71975277777776,1644.8434833333333,0,16,13,45.143950555555556
174448,34,5,341.64384090909095,8299.68985,0,16,12,187.90411250000002
174451,12,3,15.566924242424244,158.03265000000002,0,16,19,2.853936111111111
174454,3,1,0.43661666666666665,0.8685666666666666,0,16,16,0.014553888888888889
174457,22,5,2103.8913595238096,38788.552266666666,2,16,9,736.3619758333333
174460,3,1,0.28028333333333333,0.5569333333333333,0,16,16,0.009342777777777778
174463,50,12,401.95772755102035,10165.281566666667,0,16,9,328.26547750000003
174466,3,1,0.7717166666666667,1.53865,0,17,17,0.025723888888888886
174469,25,6,592.9230041666667,8694.169883333334,0,17,14,237.16920166666668
174472,6,2,6.974246666666668,26.521516666666667,0,17,18,0.5811872222222222
174475,9,3,121.24256666666666,962.1479333333333,0,17,9,16.165675555555556
174478,49,7,504.06452916666666,9927.088733333334,2,18,13,403.2516233333333
174481,30,7,388.79776781609195,9769.977266666667,0,18,14,187.91892111111113
174484,14,4,75.7856141025641,894.4144333333334,0,18,11,16.42021638888889
174487,24,5,420.1896717391304,8093.655783333334,0,19,12,161.07270749999998
174490,22,4,67.09347142857143,800.46475,0,19,18,23.482715000000002
174493,37,7,1223.1615759259262,10159.624166666666,10,19,9,733.8969455555556
174496,7,2,1.6675444444444445,8.13765,0,19,19,0.16675444444444446
174499,6,2,1.6891433333333332,5.138116666666666,0,20,20,0.14076194444444445
174502,49,10,1103.4983190972223,10112.511016666665,2,20,14,882.7986552777778
174505,26,5,736.6054580000001,10099.23105,0,20,15,306.9189408333333
174508,22,5,1146.7027365079364,10086.031083333333,0,20,13,401.3459577777778
174511,73,15,1034.871111111111,10149.205266666666,6,20,14,1241.8453333333334
174514,3,1,0.3051833333333333,0.60515,0,20,20,0.010172777777777777
174517,75,16,749.2648439189189,9975.596816666666,15,21,9,924.0933075
174520,3,1,0.3411916666666667,0.6768166666666667,0,21,21,0.011373055555555555
174523,3,1,0.34940000000000004,0.6942333333333334,0,21,21,0.011646666666666666
174526,6,2,137.85713666666663,688.1000833333333,0,21,9,11.488094722222224
174529,38,7,764.8588211711713,9834.9486,0,21,13,471.66293972222223
174532,6,2,137.72248333333332,685.9437,0,21,9,11.476873611111111
174535,26,4,573.8930386666667,10098.127216666668,0,21,20,239.12209944444444
174538,32,4,592.8620317204301,10088.6337,0,22,16,306.3120497222222
174541,41,11,1003.2856408333333,10270.492066666666,2,22,19,668.8570938888889
174544,3,1,0.35796666666666666,0.7091,0,22,22,0.011932222222222223
174547,50,10,923.7338656462584,14136.900683333333,5,22,9,754.3826569444444
174559,59,8,506.6555149425288,10085.907783333332,0,23,9,489.76699777777776
174562,27,6,414.7435384615385,7391.902816666667,0,23,11,179.72220000000002
174565,27,4,482.56892948717945,10096.694266666665,0,23,16,209.1132027777778
174568,37,9,834.044102314815,10089.1904,2,23,20,500.42646138888887
174571,18,3,622.472287254902,10085.727333333334,0,1,9,176.36714805555556
174574,6,2,84.41183,420.6011833333333,0,2,9,7.034319166666666
174577,74,12,561.0011821917809,9516.807316666667,0,5,15,682.5514383333333
174599,3,1,0.3843583333333333,0.60915,0,7,7,0.012811944444444444
174602,25,2,2.891889583333333,64.20648333333334,0,9,10,1.1567558333333332
174605,26,5,745.9333833333334,10093.495183333334,0,9,8,310.8055763888889
174608,7,2,5.074002777777778,24.316433333333336,0,9,10,0.5074002777777779
174611,10,2,1.7121481481481482,8.053783333333334,0,9,9,0.25682222222222223
174614,39,7,1174.2633969298247,11463.565033333334,7,9,9,743.7001513888889
174617,3,1,0.27740000000000004,0.5522666666666667,0,9,9,0.009246666666666665
174620,30,6,796.7970396551725,10138.132716666667,4,9,10,385.11856916666665
174623,6,2,4.14377,19.385416666666668,0,9,10,0.3453141666666667
174626,8,2,18.587521428571428,107.62763333333334,0,9,12,2.1685441666666665
174629,28,5,1130.8665512345679,10069.635016666667,0,10,14,508.8899480555556
174632,3,1,0.32225000000000004,0.6429333333333334,0,10,10,0.010741666666666667
174635,28,5,656.0042746913581,10062.022066666666,0,10,17,295.2019236111111
174638,23,3,2025.7859666666666,22404.11821666667,3,10,9,742.7881877777777
174641,3,1,0.49144999999999994,0.9803999999999999,0,10,10,0.016381666666666666
174644,51,11,1594.141219333333,21501.4727,4,10,19,1328.4510161111111
174647,6,2,9.47731,43.52503333333333,0,10,11,0.7897758333333333
174650,52,7,457.0364075163399,10865.004500000001,2,10,15,388.48094638888887
174653,32,6,1388.895047311828,10044.271816666667,2,11,8,717.5957744444445
174656,38,6,347.52137837837836,4344.1779,0,11,9,214.30485
174659,52,7,792.0586539215685,10383.831183333334,0,11,12,673.2498558333334
174662,3,1,0.3325916666666666,0.6626666666666666,0,12,12,0.011086388888888889
174665,6,2,1.2192233333333333,4.931283333333334,0,12,12,0.10160194444444444
174668,8,2,19.484997619047622,131.71488333333335,0,12,14,2.2732497222222223
174671,50,6,907.1304428571427,22854.299,3,12,9,740.8231949999999
174674,3,1,0.37641666666666673,0.7440333333333334,0,12,12,0.012547222222222223
174677,3,1,0.2951916666666667,0.5886833333333333,0,12,12,0.009839722222222222
174680,3,1,0.3232,0.6439,0,12,12,0.010773333333333333
174683,28,6,1645.645808641975,36764.255849999994,6,12,9,740.5406138888889
174686,28,6,434.17226049382725,5683.1344,0,12,16,195.37751722222222
174689,43,7,1057.706219047619,35384.418366666665,6,12,9,740.3943533333332
174692,3,1,0.3861416666666666,0.7698333333333333,0,12,12,0.01287138888888889
174695,26,4,398.61044999999996,9629.622016666666,0,12,11,166.08768750000002
174698,3,1,0.3554166666666666,0.7073833333333333,0,13,13,0.011847222222222223
174701,3,1,0.30428333333333335,0.606,0,13,13,0.010142777777777778
174704,3,1,0.29924166666666674,0.5949500000000001,0,13,13,0.009974722222222222
174707,41,6,506.69645791666665,9557.0848,0,13,15,337.79763861111115
174710,32,6,1432.0466510752685,36770.981799999994,6,13,9,739.8907697222222
174713,10,3,5.737959259259259,37.64375,0,13,14,0.8606938888888889
174716,15,3,15.436589285714282,104.14023333333333,0,13,17,3.6018708333333334
174719,30,6,591.9616040229885,8953.376283333335,0,13,11,286.11477527777777
174722,56,8,888.1971721212119,13410.858866666667,2,13,12,814.1807411111112
174725,3,1,0.30075,0.5989166666666667,0,13,13,0.010025000000000001
174728,6,2,3.7346066666666666,17.061566666666668,0,13,14,0.31121722222222226
174731,8,2,4.686309523809524,18.543683333333334,0,13,14,0.5467361111111111
174734,8,2,213.13257857142864,1144.3404666666668,0,14,15,24.8654675
174737,37,7,770.4315296296295,10366.615933333333,12,14,20,462.2589177777778
174740,39,8,1166.8348728070175,10353.759816666667,3,14,9,738.9954194444443
174743,8,2,6.203138095238095,32.018633333333334,0,14,15,0.7236994444444445
174746,8,2,1.9698238095238094,7.539183333333333,0,14,14,0.22981277777777778
174749,42,9,1055.9945886178862,13368.918966666668,6,14,15,721.5963022222222
174752,26,5,862.3532280000001,9597.488516666666,0,14,13,359.31384499999996
174755,8,2,209.5150214285715,1118.3733166666668,0,14,15,24.443419166666665
174758,45,7,622.5914772727273,9839.586766666667,2,14,15,456.56708333333336
174761,40,4,331.50227863247864,8320.312366666667,0,14,14,215.47648111111113
174764,50,8,270.98102925170065,5256.069,0,14,20,221.30117388888888
174767,25,6,541.1991534722223,4082.63555,4,14,15,216.47966138888887
174770,8,3,12.892316666666668,56.8427,0,15,16,1.5041036111111112
174773,30,4,605.4981465517242,9775.09395,0,15,19,292.65743749999996
174776,3,1,0.26513333333333333,0.5282333333333333,0,15,15,0.008837777777777778
174779,26,5,454.30299133333324,9659.252083333333,0,15,12,189.29291305555554
174782,6,2,14.028516666666667,68.38056666666667,0,15,16,1.1690430555555555
174785,50,11,438.57217789115646,10204.679883333332,0,15,13,358.1672786111111
174788,3,1,0.5493416666666666,1.0932833333333332,0,15,15,0.01831138888888889
174791,3,1,0.3428916666666667,0.6832166666666667,0,15,15,0.011429722222222221
174794,6,2,9.803936666666667,47.114133333333335,0,15,16,0.8169947222222222
174797,3,1,0.3189166666666667,0.6360666666666667,0,15,15,0.010630555555555556
174800,24,5,737.3588289855073,9655.434133333332,0,15,10,282.6542177777778
174803,3,1,0.38576666666666665,0.7694833333333333,0,15,15,0.01285888888888889
174806,50,9,902.8605268707481,25303.40728333333,8,15,9,737.3360969444444
174809,3,1,0.4447,0.88735,0,15,15,0.014823333333333332
174812,3,1,0.02145,0.04056666666666667,0,15,15,0.0007149999999999999
174815,53,5,608.7348689102565,9676.723883333332,0,15,15,527.5702197222222
174818,51,11,884.761394,9715.92745,5,15,9,737.3011616666666
174821,9,2,12.716752083333335,74.85965,0,16,17,1.6955669444444446
174824,38,7,895.6790590090089,10491.188250000001,0,16,16,552.3354197222222
174827,18,3,572.5366284313725,9695.36425,0,16,10,162.2187113888889
174830,3,1,0.279975,0.5569166666666666,0,16,16,0.0093325
174833,3,1,0.34500000000000003,0.6879333333333334,0,16,16,0.0115
174836,6,2,0.8137800000000001,2.7643666666666666,0,16,16,0.067815
174839,3,1,0.29455000000000003,0.5868166666666668,0,16,16,0.009818333333333332
174842,3,1,0.2968333333333334,0.5919000000000001,0,16,16,0.009894444444444444
174845,48,9,481.1147939716312,9517.857183333334,2,17,10,376.8732552777778
174848,24,4,547.9124057971015,8050.617266666667,0,17,11,210.0330888888889
174851,68,9,466.51718009950247,9670.159383333334,0,17,10,520.9441844444444
174854,18,4,2596.9197970588234,10256.266333333333,2,17,9,735.7939425
174857,18,3,58.61966862745098,938.2092166666666,0,17,10,16.60890611111111
174860,14,4,5.784714102564103,26.5062,0,17,19,1.2533547222222223
174863,37,4,626.9529,9617.4985,0,18,10,376.17174
174866,3,1,0.333675,0.6653333333333333,0,18,18,0.011122499999999999
