case_id,case_length,n_resources,mean_inter_event_minutes,max_inter_event_minutes,n_weekend_events,first_event_hour,last_event_hour,y_late,risk_score,risk_bin,pred_late@0.5
173943,46,9,1006.7481507407408,10844.87205,3,22,9,1,6.251074768925946e-09,,0
173946,21,3,2263.204409166667,32934.60758333334,4,22,9,1,6.251074768925946e-09,,0
173949,48,9,877.4839858156026,18128.773166666662,3,23,14,1,6.251074768925946e-09,,0
173952,3,1,0.4232250000000001,0.8438833333333334,3,23,23,0,6.251074768925946e-09,,0
173955,89,17,943.5250142045454,10592.6285,6,23,15,1,6.251074768925946e-09,,0
173958,22,4,2085.5476087301586,14596.16435,4,23,9,1,6.251074768925946e-09,,0
173961,6,2,120.76292333333332,598.8691666666667,3,23,9,0,6.251074768925946e-09,,0
173964,10,3,78.89665185185184,574.0705999999999,3,23,11,0,6.251074768925946e-09,,0
173979,24,4,516.171002173913,10025.266,0,8,14,0,6.251074768925946e-09,,0
173982,18,3,620.9538568627449,10368.699866666666,0,9,17,0,6.251074768925946e-09,,0
173985,25,4,602.1609583333333,10257.456683333332,0,9,10,0,6.251074768925946e-09,,0
173988,21,4,523.9816216666667,10434.3628,0,9,16,0,6.251074768925946e-09,,0
173991,3,1,0.3148666666666667,0.6241,0,10,10,0,6.251074768925946e-09,,0
173994,3,1,0.4347583333333333,0.85495,0,10,10,0,6.251074768925946e-09,,0
173997,26,7,921.3111653333332,10408.239566666663,0,10,10,1,6.251074768925946e-09,,0
174000,40,6,1142.468982905983,13789.6185,4,10,9,1,6.251074768925946e-09,,0
174003,3,1,0.3604083333333333,0.7167,0,10,10,0,6.251074768925946e-09,,0
174006,6,2,14.278930000000004,68.43691666666668,0,10,12,0,6.251074768925946e-09,,0
174009,32,7,461.7901838709677,5817.861933333334,0,11,9,0,6.251074768925946e-09,,0
174012,41,7,549.7311070833333,10260.753566666668,2,11,17,1,6.251074768925946e-09,,0
174015,6,2,10.615686666666669,50.9039,0,11,12,0,6.251074768925946e-09,,0
174018,22,4,960.6639349206348,10262.408416666667,0,11,11,0,6.251074768925946e-09,,0
174021,6,2,8.182466666666667,39.00429999999999,0,11,12,0,6.251074768925946e-09,,0
174024,14,4,13.650460256410256,131.18338333333332,0,11,14,0,6.251074768925946e-09,,0
174027,6,2,5.160616666666666,23.660716666666666,0,11,12,0,6.251074768925946e-09,,0
174030,64,13,737.0033481481485,10874.347883333334,2,11,17,1,6.251074768925946e-09,,0
174033,3,1,0.3743083333333333,0.7426499999999999,0,12,12,0,6.251074768925946e-09,,0
174036,60,10,365.1546220338983,10132.7353,0,12,11,1,6.251074768925946e-09,,0
174039,50,13,702.6965017006802,10454.19765,4,12,10,1,6.251074768925946e-09,,0
174042,42,6,287.634243495935,5695.522783333334,0,12,16,0,6.251074768925946e-09,,0
174045,50,9,438.2746380952382,6131.568366666667,2,12,10,1,6.251074768925946e-09,,0
174048,7,2,0.3492194444444444,1.25815,0,12,12,0,6.251074768925946e-09,,0
174051,8,2,8.858411904761905,40.992916666666666,0,12,13,0,6.251074768925946e-09,,0
174054,3,1,0.3244166666666667,0.6430333333333333,0,12,12,0,6.251074768925946e-09,,0
174057,3,1,0.2738666666666667,0.542,0,12,12,0,6.251074768925946e-09,,0
174060,127,15,809.9160888888888,17237.77188333333,11,12,9,1,6.251074768925946e-09,,0
174063,3,1,0.3649,0.72685,0,12,13,0,6.251074768925946e-09,,0
174066,3,1,0.4760999999999999,0.9457166666666666,0,13,13,0,6.251074768925946e-09,,0
174069,60,8,247.50803050847455,9819.844183333333,0,13,16,0,6.251074768925946e-09,,0
174072,6,2,3.850626666666667,13.192833333333336,0,13,13,0,6.251074768925946e-09,,0
174075,6,2,1.7402299999999995,6.845083333333333,0,13,13,0,6.251074768925946e-09,,0
174078,30,5,709.229848275862,10220.553416666666,0,13,20,1,6.251074768925946e-09,,0
174081,3,1,0.328325,0.6516,0,13,13,0,6.251074768925946e-09,,0
174084,41,4,31.27754375,980.7591166666666,0,13,10,0,6.251074768925946e-09,,0
174087,26,5,456.1025086666666,8221.477233333333,0,13,11,0,6.251074768925946e-09,,0
174090,26,7,1774.6031953333334,37334.425233333335,2,13,9,1,6.251074768925946e-09,,0
174093,35,8,1304.7418573529412,11575.52235,0,13,9,1,6.251074768925946e-09,,0
174096,61,10,428.42771083333326,9994.229716666669,0,14,10,1,6.251074768925946e-09,,0
174099,41,7,825.9546141666666,10879.6631,0,14,12,1,6.251074768925946e-09,,0
174102,10,2,12.71679074074074,98.7244,0,14,16,0,6.251074768925946e-09,,0
174105,22,2,1.0711119047619049,10.717916666666667,0,14,14,0,6.251074768925946e-09,,0
174108,3,1,0.3438333333333333,0.6792833333333334,0,14,14,0,6.251074768925946e-09,,0
174111,12,4,10.049889393939395,62.52708333333333,0,14,16,0,6.251074768925946e-09,,0
174114,6,2,1.3268933333333337,4.486933333333334,0,14,15,0,6.251074768925946e-09,,0
174117,6,2,0.8282599999999999,2.1469,0,15,15,0,6.251074768925946e-09,,0
174120,22,5,4.263385714285714,18.406766666666663,0,15,17,0,6.251074768925946e-09,,0
174123,6,2,0.97748,2.352116666666667,0,16,16,0,6.251074768925946e-09,,0
174126,6,2,1.21575,3.722533333333333,0,16,16,0,6.251074768925946e-09,,0
174129,6,2,2.225486666666667,9.4608,0,16,16,0,6.251074768925946e-09,,0
174132,118,19,429.6138793447294,10095.102616666669,0,16,14,1,6.251074768925946e-09,,0
174135,6,2,1.2209833333333333,5.623216666666666,0,16,16,0,6.251074768925946e-09,,0
174138,14,4,79.58863205128206,941.9597166666666,0,16,9,0,6.251074768925946e-09,,0
174141,31,5,528.303168888889,7191.418833333333,0,16,17,0,6.251074768925946e-09,,0
174144,28,5,590.3651049382715,9842.929516666663,0,17,18,0,6.251074768925946e-09,,0
174147,37,8,1227.0572134259262,29936.784466666668,9,17,9,1,6.251074768925946e-09,,0
174150,35,6,1298.4163299019608,41647.85098333333,0,17,9,1,6.251074768925946e-09,,0
174153,36,6,570.2501190476191,10255.484133333332,0,17,14,0,6.251074768925946e-09,,0
174156,3,1,0.349275,0.6938166666666666,0,17,17,0,6.251074768925946e-09,,0
174159,60,10,772.0044406779662,10105.402433333333,4,17,9,1,6.251074768925946e-09,,0
174162,6,2,2.2546600000000003,8.677533333333335,0,18,18,0,6.251074768925946e-09,,0
174165,3,1,0.3434083333333333,0.6831999999999999,0,18,18,0,6.251074768925946e-09,,0
174168,42,5,351.19619268292684,9697.407733333332,0,18,18,0,6.251074768925946e-09,,0
174171,3,1,0.4010833333333333,0.7950833333333333,0,18,18,0,6.251074768925946e-09,,0
174174,3,1,0.3120166666666666,0.6197666666666667,0,18,18,0,6.251074768925946e-09,,0
174177,28,6,1632.0323086419753,37343.696983333335,2,18,9,1,6.251074768925946e-09,,0
174180,29,3,546.8618178571428,9987.083083333331,0,18,10,0,6.251074768925946e-09,,0
174183,3,1,0.4107083333333333,0.8155,0,19,19,0,6.251074768925946e-09,,0
174186,10,3,9.857105555555556,56.65683333333333,0,19,20,0,6.251074768925946e-09,,0
174189,3,1,0.27325,0.5430333333333334,0,19,19,0,6.251074768925946e-09,,0
174192,3,1,0.432825,0.8580333333333333,0,19,19,0,6.251074768925946e-09,,0
174195,10,3,8.916296296296297,67.30451666666667,0,19,20,0,6.251074768925946e-09,,0
174198,16,5,77.48182999999999,840.8701833333333,0,19,14,0,6.251074768925946e-09,,0
174201,16,4,85.68158777777779,943.0167666666669,0,19,16,0,6.251074768925946e-09,,0
174204,6,2,3.699186666666667,16.133433333333333,0,19,19,0,6.251074768925946e-09,,0
174207,18,4,79.68626764705881,842.70085,0,19,18,0,6.251074768925946e-09,,0
174210,3,1,0.020875,0.0355333333333333,0,19,19,0,6.251074768925946e-09,,0
174213,20,5,147.6591587719298,964.5517666666668,0,19,18,0,6.251074768925946e-09,,0
174216,47,8,706.7047086956522,10513.37525,0,19,9,1,6.251074768925946e-09,,0
174219,12,2,1.3733621212121212,11.281616666666668,0,19,20,0,6.251074768925946e-09,,0
174222,3,1,0.4511416666666666,0.8983333333333333,0,20,20,0,6.251074768925946e-09,,0
174225,3,1,0.472775,0.9365333333333332,0,20,20,0,6.251074768925946e-09,,0
174228,6,2,1.0126566666666668,3.88255,0,20,20,0,6.251074768925946e-09,,0
174231,18,4,679.6082764705883,10310.667083333334,0,20,20,0,6.251074768925946e-09,,0
174234,6,2,1.5622466666666668,5.397416666666667,0,20,20,0,6.251074768925946e-09,,0
174237,52,10,868.9467584967322,10575.09915,2,20,15,1,6.251074768925946e-09,,0
174240,10,2,0.9533370370370372,7.012616666666667,0,20,20,0,6.251074768925946e-09,,0
174243,10,3,103.83979074074074,910.5204666666668,0,20,12,0,6.251074768925946e-09,,0
174246,6,2,1.0197333333333334,4.161566666666666,0,20,20,0,6.251074768925946e-09,,0
174249,35,6,423.31779901960783,7779.068366666667,4,20,20,0,6.251074768925946e-09,,0
174252,42,7,519.6766174796747,7562.6376,0,20,16,1,6.251074768925946e-09,,0
174255,30,6,482.1739609195403,8513.31815,0,20,14,0,6.251074768925946e-09,,0
174258,10,2,105.83790370370367,719.3439999999999,0,21,12,0,6.251074768925946e-09,,0
174261,43,10,498.1350523809523,10345.383183333332,0,21,9,1,6.251074768925946e-09,,0
174264,72,9,762.2662366197183,10359.50555,2,21,11,1,6.251074768925946e-09,,0
174267,3,1,0.356075,0.7082499999999999,0,21,21,0,6.251074768925946e-09,,0
174270,68,12,467.2192592039801,10267.315516666666,0,21,15,1,6.251074768925946e-09,,0
174273,6,2,141.92041,706.6830833333333,0,21,9,0,6.251074768925946e-09,,0
174276,3,1,0.0472249999999999,0.0876666666666666,0,21,21,0,6.251074768925946e-09,,0
174279,16,3,752.4455977777778,10515.071516666669,0,22,18,0,6.251074768925946e-09,,0
174282,6,2,124.12478333333333,618.2602499999999,0,22,9,0,6.251074768925946e-09,,0
174285,34,5,417.9241136363637,8819.601116666667,0,22,12,0,6.251074768925946e-09,,0
174288,8,2,102.98858095238096,710.8568833333334,0,23,11,0,6.251074768925946e-09,,0
174291,37,9,633.3620680555555,10161.965766666666,2,23,19,1,6.251074768925946e-09,,0
174294,53,11,869.6461301282052,10461.268966666668,2,23,9,1,6.251074768925946e-09,,0
174297,12,3,71.6680393939394,556.7016500000001,0,23,12,0,6.251074768925946e-09,,0
174300,6,2,90.45577,449.5259,0,1,9,0,6.251074768925946e-09,,0
174303,12,3,65.22879545454546,444.0784166666666,0,1,13,0,6.251074768925946e-09,,0
174319,40,9,373.9437320512821,8125.667816666667,0,6,9,0,6.251074768925946e-09,,0
174322,35,9,1314.245825490196,21987.61276666667,0,8,9,1,6.251074768925946e-09,,0
174325,46,7,225.8444933333333,5715.8654,0,8,10,0,6.251074768925946e-09,,0
174328,3,1,0.3403083333333333,0.67125,0,8,8,0,6.251074768925946e-09,,0
174331,10,2,1.2282685185185185,7.865033333333333,0,9,9,0,6.251074768925946e-09,,0
174334,30,5,309.37760229885066,8717.538166666667,0,9,15,0,6.251074768925946e-09,,0
174337,70,5,66.37834589371982,1196.7868,0,10,14,0,6.251074768925946e-09,,0
174340,3,1,0.3211083333333333,0.6260166666666667,0,10,10,0,6.251074768925946e-09,,0
174343,50,8,499.98623843537416,8792.35645,0,10,10,1,6.251074768925946e-09,,0
174346,6,2,1.177436666666667,3.5086999999999997,0,10,10,0,6.251074768925946e-09,,0
174349,35,7,854.5822421568628,10469.278316666669,2,10,14,1,6.251074768925946e-09,,0
174352,6,2,3.759036666666667,16.6812,0,11,11,0,6.251074768925946e-09,,0
174355,6,2,1.485256666666667,4.804633333333333,0,11,11,0,6.251074768925946e-09,,0
174358,69,11,719.998274264706,9724.1874,2,11,11,1,6.251074768925946e-09,,0
174361,24,3,23.077815942028984,307.99271666666664,0,11,20,0,6.251074768925946e-09,,0
174364,6,2,1.9665033333333333,7.86655,0,11,11,0,6.251074768925946e-09,,0
174367,27,5,905.0048115384616,10527.099316666669,0,11,20,1,6.251074768925946e-09,,0
174370,3,1,0.2601916666666666,0.5142833333333333,0,12,12,0,6.251074768925946e-09,,0
174373,3,1,0.2861499999999999,0.5683166666666666,0,12,12,0,6.251074768925946e-09,,0
174376,20,4,7.84964649122807,49.16813333333334,0,12,15,0,6.251074768925946e-09,,0
174379,24,7,687.269479710145,10399.670016666669,4,13,12,0,6.251074768925946e-09,,0
174382,60,6,192.177315819209,8570.67315,0,13,10,0,6.251074768925946e-09,,0
174385,24,4,489.7293898550725,8422.889766666667,0,13,9,0,6.251074768925946e-09,,0
174388,26,5,408.9171213333334,5606.1664,0,13,15,0,6.251074768925946e-09,,0
174391,3,1,0.4628333333333333,0.9154833333333332,0,13,13,0,6.251074768925946e-09,,0
174394,20,4,666.3061000000001,8550.557383333335,0,13,8,0,6.251074768925946e-09,,0
174397,90,15,272.0395078651686,10252.4512,0,13,9,1,6.251074768925946e-09,,0
174400,10,2,3.765642592592593,17.633516666666665,0,13,14,0,6.251074768925946e-09,,0
174403,39,9,835.3616934210527,10398.75945,2,13,15,1,6.251074768925946e-09,,0
174406,45,9,1007.9918375,10821.873416666667,4,14,9,1,6.251074768925946e-09,,0
174409,51,8,282.325624,5345.871766666666,2,14,9,0,6.251074768925946e-09,,0
174412,3,1,0.4010249999999999,0.7975333333333333,0,14,14,0,6.251074768925946e-09,,0
174415,24,5,930.4466644927536,10397.630083333332,0,14,11,1,6.251074768925946e-09,,0
174418,59,10,567.8152284482759,10342.07035,2,14,11,1,6.251074768925946e-09,,0
174421,20,4,2.5484324561403504,15.62455,0,14,15,0,6.251074768925946e-09,,0
174424,39,6,487.6559271929825,8179.461366666666,2,14,11,0,6.251074768925946e-09,,0
174427,3,1,0.2792333333333333,0.5541833333333333,0,14,14,0,6.251074768925946e-09,,0
174430,24,4,628.5693188405797,9720.3605,0,14,15,0,6.251074768925946e-09,,0
174433,13,4,6.952790277777777,43.24381666666667,0,15,16,0,6.251074768925946e-09,,0
174436,60,11,590.7417014124294,11120.325583333331,0,15,20,1,6.251074768925946e-09,,0
174439,3,1,0.3918333333333333,0.7768999999999999,0,15,15,0,6.251074768925946e-09,,0
174442,8,2,2.5264238095238096,11.310933333333333,0,15,16,0,6.251074768925946e-09,,0
174445,13,4,225.71975277777776,1644.843483333333,0,16,13,0,6.251074768925946e-09,,0
174448,34,5,341.64384090909095,8299.68985,0,16,12,0,6.251074768925946e-09,,0
174451,12,3,15.566924242424244,158.03265000000002,0,16,19,0,6.251074768925946e-09,,0
174454,3,1,0.4366166666666666,0.8685666666666666,0,16,16,0,6.251074768925946e-09,,0
174457,22,5,2103.8913595238096,38788.552266666666,2,16,9,1,6.251074768925946e-09,,0
174460,3,1,0.2802833333333333,0.5569333333333333,0,16,16,0,6.251074768925946e-09,,0
174463,50,12,401.9577275510203,10165.281566666668,0,16,9,0,6.251074768925946e-09,,0
174466,3,1,0.7717166666666667,1.53865,0,17,17,0,6.251074768925946e-09,,0
174469,25,6,592.9230041666667,8694.169883333334,0,17,14,0,6.251074768925946e-09,,0
174472,6,2,6.974246666666668,26.521516666666667,0,17,18,0,6.251074768925946e-09,,0
174475,9,3,121.24256666666666,962.1479333333332,0,17,9,0,6.251074768925946e-09,,0
174478,49,7,504.06452916666666,9927.088733333334,2,18,13,1,6.251074768925946e-09,,0
174481,30,7,388.79776781609195,9769.977266666669,0,18,14,0,6.251074768925946e-09,,0
174484,14,4,75.7856141025641,894.4144333333334,0,18,11,0,6.251074768925946e-09,,0
174487,24,5,420.1896717391304,8093.655783333334,0,19,12,0,6.251074768925946e-09,,0
174490,22,4,67.09347142857143,800.46475,0,19,18,0,6.251074768925946e-09,,0
174493,37,7,1223.1615759259262,10159.624166666666,10,19,9,1,6.251074768925946e-09,,0
174496,7,2,1.6675444444444445,8.13765,0,19,19,0,6.251074768925946e-09,,0
174499,6,2,1.6891433333333332,5.138116666666666,0,20,20,0,6.251074768925946e-09,,0
174502,49,10,1103.4983190972223,10112.511016666664,2,20,14,1,6.251074768925946e-09,,0
174505,26,5,736.6054580000001,10099.23105,0,20,15,0,6.251074768925946e-09,,0
174508,22,5,1146.7027365079364,10086.031083333331,0,20,13,1,6.251074768925946e-09,,0
174511,73,15,1034.871111111111,10149.205266666666,6,20,14,1,6.251074768925946e-09,,0
174514,3,1,0.3051833333333333,0.60515,0,20,20,0,6.251074768925946e-09,,0
174517,75,16,749.2648439189189,9975.596816666666,15,21,9,1,6.251074768925946e-09,,0
174520,3,1,0.3411916666666667,0.6768166666666667,0,21,21,0,6.251074768925946e-09,,0
174523,3,1,0.3494,0.6942333333333334,0,21,21,0,6.251074768925946e-09,,0
174526,6,2,137.85713666666663,688.1000833333333,0,21,9,0,6.251074768925946e-09,,0
174529,38,7,764.8588211711713,9834.9486,0,21,13,1,6.251074768925946e-09,,0
174532,6,2,137.72248333333332,685.9437,0,21,9,0,6.251074768925946e-09,,0
174535,26,4,573.8930386666667,10098.127216666668,0,21,20,0,6.251074768925946e-09,,0
174538,32,4,592.8620317204301,10088.6337,0,22,16,0,6.251074768925946e-09,,0
174541,41,11,1003.2856408333332,10270.492066666666,2,22,19,1,6.251074768925946e-09,,0
174544,3,1,0.3579666666666666,0.7091,0,22,22,0,6.251074768925946e-09,,0
174547,50,10,923.7338656462584,14136.900683333331,5,22,9,1,6.251074768925946e-09,,0
174559,59,8,506.6555149425288,10085.907783333332,0,23,9,1,6.251074768925946e-09,,0
174562,27,6,414.7435384615385,7391.902816666667,0,23,11,0,6.251074768925946e-09,,0
174565,27,4,482.56892948717945,10096.694266666664,0,23,16,0,6.251074768925946e-09,,0
174568,37,9,834.044102314815,10089.1904,2,23,20,1,6.251074768925946e-09,,0
174571,18,3,622.472287254902,10085.727333333334,0,1,9,0,6.251074768925946e-09,,0
174574,6,2,84.41183,420.6011833333333,0,2,9,0,6.251074768925946e-09,,0
174577,74,12,561.0011821917809,9516.807316666667,0,5,15,1,6.251074768925946e-09,,0
174599,3,1,0.3843583333333333,0.60915,0,7,7,0,6.251074768925946e-09,,0
174602,25,2,2.891889583333333,64.20648333333334,0,9,10,0,6.251074768925946e-09,,0
174605,26,5,745.9333833333334,10093.495183333334,0,9,8,0,6.251074768925946e-09,,0
174608,7,2,5.074002777777778,24.316433333333336,0,9,10,0,6.251074768925946e-09,,0
174611,10,2,1.7121481481481482,8.053783333333334,0,9,9,0,6.251074768925946e-09,,0
174614,39,7,1174.2633969298247,11463.565033333334,7,9,9,1,6.251074768925946e-09,,0
174617,3,1,0.2774,0.5522666666666667,0,9,9,0,6.251074768925946e-09,,0
174620,30,6,796.7970396551725,10138.132716666669,4,9,10,1,6.251074768925946e-09,,0
174623,6,2,4.14377,19.385416666666668,0,9,10,0,6.251074768925946e-09,,0
174626,8,2,18.587521428571428,107.62763333333334,0,9,12,0,6.251074768925946e-09,,0
174629,28,5,1130.866551234568,10069.635016666669,0,10,14,1,6.251074768925946e-09,,0
174632,3,1,0.32225,0.6429333333333334,0,10,10,0,6.251074768925946e-09,,0
174635,28,5,656.0042746913581,10062.022066666666,0,10,17,0,6.251074768925946e-09,,0
174638,23,3,2025.7859666666664,22404.11821666667,3,10,9,1,6.251074768925946e-09,,0
174641,3,1,0.4914499999999999,0.9804,0,10,10,0,6.251074768925946e-09,,0
174644,51,11,1594.141219333333,21501.4727,4,10,19,1,6.251074768925946e-09,,0
174647,6,2,9.47731,43.52503333333333,0,10,11,0,6.251074768925946e-09,,0
174650,52,7,457.0364075163399,10865.0045,2,10,15,1,6.251074768925946e-09,,0
174653,32,6,1388.895047311828,10044.271816666667,2,11,8,1,6.251074768925946e-09,,0
174656,38,6,347.52137837837836,4344.1779,0,11,9,0,6.251074768925946e-09,,0
174659,52,7,792.0586539215685,10383.831183333334,0,11,12,1,6.251074768925946e-09,,0
174662,3,1,0.3325916666666666,0.6626666666666666,0,12,12,0,6.251074768925946e-09,,0
174665,6,2,1.219223333333333,4.931283333333334,0,12,12,0,6.251074768925946e-09,,0
174668,8,2,19.484997619047626,131.71488333333335,0,12,14,0,6.251074768925946e-09,,0
174671,50,6,907.1304428571428,22854.299,3,12,9,1,6.251074768925946e-09,,0
174674,3,1,0.3764166666666667,0.7440333333333334,0,12,12,0,6.251074768925946e-09,,0
